Word,Article,Count
squar,16,17
squarest,1,1
squash,3,3
squeak,4,4
squeal,2,2
squeez,1,1
squel,1,1
squier,2,2
squierfurth,1,1
squint,2,2
squinyat,1,1
squir,14,16
squiremor,1,1
squireoff,1,1
squirrel,3,3
sreput,1,1
srequest,1,1
ss,1,2
ssake,1,1
sscarc,1,1
ssend,1,1
sshadow,1,1
sshort,1,1
sshould,1,1
sshow,1,1
ssleev,1,1
sson,1,1
ssoul,2,2
ssteward,1,1
ssup,1,1
ssword,1,1
st,276,625
sta,2,2
stab,17,22
stabb,10,13
stabbedpot,1,1
stabl,8,9
stablish,2,2
stabskil,1,1
stack,1,1
staff,27,33
stafford,9,11
staffordshir,1,1
staffto,1,1
stag,5,5
stage,16,18
stageand,1,1
stageto,1,1
stagewith,1,1
stagger,5,5
staider,1,1
staifthyhadstthouandwhichandandmena,1,1
stain,57,68
staina,1,1
stainless,2,2
stainof,1,1
stainsth,1,1
stainth,1,1
stainupon,1,1
stainwith,1,1
stair,7,10
stairsthat,1,1
stake,17,18
stakeand,1,1
stakemi,1,1
stale,22,22
staleh,1,1
stalejuggl,1,1
staleth,1,1
stalk,8,10
stall,8,8
stamford,1,1
stamp,30,33
stampshould,1,1
stanch,2,2
stanchless,1,1
stand,316,651
standa,1,1
standabout,1,1
standagainst,1,1
standaloof,1,1
standard,5,8
stander,7,7
standest,4,4
standeth,3,3
standfor,1,1
standhollow,1,1
standingto,1,1
standlik,1,1
standon,2,2
standsa,1,1
standsagainst,1,1
standsan,1,1
standsin,2,2
standsour,1,1
standsth,1,1
standsthat,1,1
standswa,1,1
standswhen,1,1
standth,1,1
standtil,1,1
standto,2,2
standwher,1,1
standwhyi,1,1
standwithin,1,1
staniel,1,1
stanley,11,20
stanleylin,1,1
stanz,1,1
stapl,1,1
star,76,96
stare,18,21
starfal,1,1
starhav,1,1
stark,9,9
starl,2,2
starlight,2,2
starr,1,1
starri,1,1
starsallot,1,1
starsbrought,1,1
starsfrom,1,1
starsshal,1,1
starsthat,1,1
starsthron,1,1
start,43,45
startan,1,1
startedto,1,1
startinto,1,1
startl,6,6
starupon,1,1
starv,29,31
starvedin,1,1
starvefirst,1,1
starvel,3,4
starveth,1,1
starvethan,1,1
state,173,258
stateand,2,2
stateat,1,1
statebett,1,1
statebi,1,1
statecannot,1,1
statecrav,1,1
stateempti,1,1
stateesteem,1,1
statefor,1,1
stateforc,1,1
statefrom,1,1
stateknow,1,1
stateli,1,1
statelook,1,1
statemad,2,2
statemor,1,1
stateof,2,2
statesal,1,1
statesman,2,2
statesmen,1,1
statesquit,1,1
statestand,1,1
statethan,1,1
statethat,3,3
statethi,1,1
stateto,4,4
statewa,1,1
statewhat,1,1
statewith,1,1
statilius,1,1
station,5,5
stationar,1,1
statist,2,2
statu,16,19
statua,2,2
statur,4,4
statut,9,9
statutesstand,1,1
statutesthat,1,1
stave,7,8
stay,248,432
stayand,1,1
staycan,1,1
stayfor,1,1
stayi,1,1
stayinga,1,1
staynot,1,1
staysa,1,1
staysfor,1,1
stayth,1,1
staythat,1,1
stayther,1,1
staytil,2,2
stayto,2,2
stbut,2,2
stead,19,19
steadfast,1,1
steadieron,1,1
steal,66,81
stealand,1,1
stealani,1,1
stealer,3,3
stealth,8,8
stealthi,1,1
stealthto,1,1
steed,21,24
steedsfret,1,1
steedsto,1,1
steedwhich,1,1
steel,51,59
steeland,2,2
steelfront,1,1
steeli,1,1
steelmust,1,1
steelor,1,1
steelover,1,1
steelrevisit,1,1
steelwhos,1,1
steep,21,21
steepl,3,4
steer,7,7
steerag,2,2
steertoward,1,1
stell,1,1
stem,8,8
stemof,1,1
stench,2,2
stenchar,1,1
step,39,48
stepdam,1,1
stephano,5,15
stephanobreath,1,1
stephen,5,5
stepmoth,1,1
stepon,1,1
stepp,6,6
stepsesteem,1,1
stepsinto,1,1
stepsshal,1,1
steril,5,5
sterilewith,1,1
sterl,3,3
stern,26,27
sternag,1,1
sterner,1,1
sternest,1,1
steterat,1,3
stew,8,8
steward,12,19
stewardship,2,2
stewardso,1,1
stewedprun,1,1
stexcept,1,1
stflinti,1,1
stfool,1,1
stfor,1,1
sthan,1,1
sthat,1,1
sthave,1,1
sthe,4,4
stheir,1,1
sthen,1,1
sthirtius,1,1
sthis,1,1
sthow,1,1
sthroat,1,1
sti,6,6
stick,36,37
stickand,1,1
stickest,1,1
stickler,1,1
stickth,1,1
stiff,14,15
stiffen,1,1
stiffli,1,1
stiffunder,1,1
stifl,3,4
stifledwith,1,1
stigmat,2,2
stile,2,2
still,266,455
stilland,1,1
stillattorney,1,1
stillb,1,1
stilldwel,1,1
stiller,1,1
stillest,1,1
stillfal,1,1
stillfollow,1,1
stilli,1,1
stillin,2,2
stillmi,1,1
stillobserv,1,1
stillon,1,1
stillpluck,1,1
stillthat,2,2
stillthi,2,2
stillto,1,1
stillunder,1,1
stillyou,1,1
stin,2,2
sting,23,30
stinghi,1,1
stingingthan,1,1
stingless,1,1
stingyour,1,1
stink,13,15
stint,5,7
stintour,1,1
stir,80,102
stira,1,1
stirabout,1,1
stirafresh,1,1
stirbut,1,1
stirfrom,1,1
stirkeep,1,1
stirr,13,13
stirrer,2,2
stirrest,1,1
stirreth,1,1
stirringcan,1,1
stirringwhat,1,1
stirrup,5,5
stirsto,1,1
stiryou,1,1
stiryour,1,1
stitch,2,2
stitcheri,1,1
stithi,2,2
stlike,1,1
stmodest,1,1
stnot,2,2
stoccata,1,1
stock,38,56
stockfish,1,1
stockingsthan,1,1
stockish,1,1
stockto,1,1
stockwa,1,1
stoic,1,1
stokesli,1,1
stol,20,23
stole,16,17
stolen,20,26
stolena,1,1
stolenfrom,1,1
stolenh,1,1
stolenth,1,1
stolest,2,2
stomach,50,55
stomachsto,1,1
stomachswil,1,1
stomachthi,1,1
stone,77,107
stoneand,1,1
stoneday,1,1
stonedrop,1,1
stoneon,1,1
stonesand,1,1
stonesenforc,1,1
stonesin,1,1
stonesprov,1,1
stonesupon,1,1
stoni,9,9
stood,61,73
stoodand,2,2
stoodlik,1,1
stoodshow,1,1
stoodto,3,3
stool,14,17
stooland,1,1
stoop,36,40
stoopand,1,1
stoopto,1,1
stoopunto,1,1
stop,86,107
stopour,1,1
stopp,21,23
stopt,1,1
stopth,1,1
stopthat,1,1
store,30,34
storeexceed,1,1
storehous,2,2
storewis,1,1
stori,52,58
storm,52,61
stormest,1,1
stormi,4,4
storminvad,1,1
stormshal,2,2
stormthan,1,1
stormthat,1,1
storya,1,1
storyproud,1,1
storyth,1,1
storywer,1,1
storywhat,1,1
stotoh,1,1
stoup,2,3
stout,21,23
stouter,1,1
stoutnesswhen,1,1
stover,1,1
stow,3,3
stowag,1,1
strachymarri,1,1
straggler,1,1
straight,100,118
straightadoni,1,1
straightand,2,2
straightenough,1,1
straightest,1,1
straighthi,1,1
straighti,1,1
straightin,1,1
straightmust,1,1
straightspr,1,1
straightth,2,2
straightto,1,1
straightunto,1,1
straightway,8,8
strain,37,40
strainsof,1,1
strainthat,1,1
strait,8,8
straitand,1,1
straitedfor,1,1
straiter,1,1
strand,5,5
strang,140,239
strangeeven,1,1
strangeh,1,1
strangelyupon,1,1
strangelywith,1,1
strangequeen,1,1
stranger,43,55
strangerof,1,1
strangerqueen,1,1
strangersto,1,1
strangest,3,4
strangethan,2,2
strangethat,1,1
strangewhat,1,1
strangl,15,15
strangledhi,1,1
strangler,1,1
strap,1,1
stratagem,11,11
stratagemsupon,1,1
stratford,1,1
strato,1,7
straw,18,18
strawberri,3,3
strawi,1,1
strawsand,1,1
strawto,1,1
strawwhen,1,1
stray,16,16
strayswith,1,1
strayth,1,1
streak,5,5
streaksdo,1,1
stream,29,29
streamand,2,2
streamdo,1,1
streamer,1,1
streamof,2,2
streamto,1,1
street,48,63
streetand,1,1
streetsdo,1,1
streetto,1,1
strength,83,102
strengtha,1,1
strengthand,1,1
strengthdurst,1,1
strengthen,11,11
strengthenfrom,1,1
strengthenthat,1,1
strengthi,1,1
strengthinto,1,1
strengthless,2,2
strengthof,1,1
strengthsand,1,1
strengththan,1,1
strengthto,1,1
strengthwil,1,1
stretch,26,28
stretchbelow,1,1
stretchesbeyond,1,1
stretchth,1,1
stretchwithout,1,1
strew,20,25
strewdanger,1,1
strewment,1,1
stribut,1,1
stricken,3,3
strict,18,21
stricter,1,1
strictur,1,1
stride,9,9
strideand,1,1
strife,23,24
strifebut,1,1
strifeinto,1,1
strifel,1,1
strifemay,1,1
strifeshal,1,1
strifeshould,1,1
strike,108,153
strikea,1,1
strikeoff,1,1
striker,1,1
strikesat,2,2
strikest,3,4
strikesth,1,1
striketh,1,1
strikethou,1,1
striketil,1,1
strikewher,1,1
strikeyour,1,1
strikingkil,1,1
string,19,22
stringi,1,1
stringless,1,1
stringsmost,1,1
stringswith,1,1
strip,7,7
stripe,4,4
stripl,3,3
stripp,2,2
strive,32,34
strivedgod,1,1
strivein,1,1
strivest,1,1
strivesto,1,1
striveto,3,3
stroilus,1,1
stroke,48,54
strokebetwixt,1,1
strokedst,1,1
strokeof,2,2
strokesand,1,1
strokesh,1,1
strokeshal,1,1
strokethat,1,1
stroketo,1,1
strong,128,174
stronga,5,5
strongand,3,3
strongcan,1,1
strongcri,1,1
stronger,26,30
strongerthan,1,1
strongest,7,7
stronglya,1,1
stronglyin,1,1
strongthan,1,1
strongthat,2,2
strosser,1,1
strove,1,1
strovewho,1,1
strown,1,1
stroy,1,1
struck,57,64
struckcorioli,1,1
strucken,5,5
struckfowl,1,1
struckm,1,1
struckso,1,1
struckth,1,1
struckthos,1,1
struggl,4,4
strumpet,16,25
strung,2,2
strut,5,5
strutto,1,1
stso,1,1
stthat,2,2
stthe,2,2
stthi,3,3
stthou,2,2
stto,1,1
stubbl,2,2
stubborn,26,26
stubbornbear,1,1
stuck,16,16
stucka,1,1
stud,2,2
student,4,4
studi,52,85
studiedi,1,1
studiesmak,1,1
studious,3,3
studyb,1,1
stuf,4,7
stuff,41,48
stuffa,3,3
stuffedcloak,1,1
stuffmi,1,1
stuffth,1,1
stuffto,2,2
stuffwhich,1,1
stuffyour,1,1
stumbl,18,19
stumblest,1,1
stump,4,5
stung,4,5
stungar,1,1
stunk,1,1
stup,1,1
stupefi,1,1
stupefiedor,1,1
stupidwith,1,1
stuprum,1,1
sturdi,1,1
stwhat,1,1
stwhile,1,1
styga,1,1
stygian,1,1
style,8,9
styleagre,1,1
styledth,1,1
styx,2,2
su,7,7
sub,2,2
subdu,22,22
subduedeven,1,1
subduedhi,1,1
subduedto,1,1
subduein,1,1
subduement,1,1
subduethat,1,1
subject,101,147
subjecta,1,1
subjectsar,2,2
subjectsth,1,1
subjectthat,1,1
subjectto,2,2
submerg,1,1
submiss,12,14
submit,12,12
suborn,7,10
subornto,1,1
subscrib,16,17
subscribehim,1,1
subscribesto,1,1
subscribeto,1,1
subscript,1,1
subsequ,1,1
subsidi,2,2
subsistingund,1,1
substanc,27,33
substanceof,1,1
substancesyou,1,1
substanti,3,3
substitut,12,14
substituteof,1,1
substitutesund,1,1
substitutionand,1,1
subt,2,2
subtilti,1,1
subtl,26,28
subtlea,1,1
subtleti,2,2
subtractorsthat,1,1
suburb,5,7
suburbsof,1,1
subvers,1,1
subvert,1,1
succed,1,1
succeed,20,23
succeedsbarren,1,1
succeedunhappili,1,1
success,56,68
successa,1,1
successb,1,1
successor,1,1
successorwa,1,1
successwil,1,1
succor,15,16
such,436,1175
sucha,17,17
suchanoth,1,1
suchconst,1,1
suchdeal,1,1
suchdistract,1,1
sucherupt,1,1
suchfanat,1,1
suchfellow,1,1
suchfilth,1,1
suchin,1,1
suchjack,1,1
suchkind,1,1
suchknaveri,1,1
suchmatt,1,1
suchpoor,1,1
suchpubl,1,1
suchstraight,1,1
suchsumm,1,1
suchsweet,1,1
suchswing,1,1
suchth,1,1
suchthat,4,4
suchto,1,1
suchtoast,1,1
suchvan,1,1
suchwhos,1,1
suck,37,40
sucker,3,3
suckl,2,2
suckreviv,1,1
suckth,1,1
sudden,87,107
suddena,2,2
suddenand,1,1
suddenlyi,1,1
suddenlypass,1,1
suddenrespect,1,1
sue,23,26
suehi,1,1
suer,1,1
suesto,1,1
sueth,1,1
sueto,1,1
suffer,106,138
suffera,2,2
sufferanceon,1,1
sufferedwith,1,1
suffersalv,1,1
sufferth,3,3
sufferto,1,1
suffertoo,1,1
suffic,11,13
sufficeth,5,5
sufficetha,1,1
sufficeththat,1,1
sufficeto,1,1
suffici,17,19
sufficiencyto,1,1
sufficienthonest,1,1
sufficientlynow,1,1
sufficit,1,1
suffig,1,1
suffoc,4,4
suffolk,20,85
suffrag,3,3
suffrageson,1,1
sugar,14,17
sugarsop,1,1
suggest,19,19
suggestedat,1,1
suggestionwhos,1,1
sui,3,4
suit,88,133
suitabl,1,1
suitand,2,2
suithith,1,1
suiti,1,1
suitin,1,1
suitingwith,1,1
suitnev,1,1
suitor,28,36
suitsand,1,1
suitshav,1,1
suitsof,1,1
suitsth,1,1
suitswith,1,1
suitthat,4,4
suitto,2,2
suitwhat,1,1
suitwherein,1,1
suityou,1,1
suivez,1,1
sullen,15,16
sulli,3,3
sullyth,1,1
sulphur,10,10
sultan,1,1
sultri,1,2
sum,37,47
suma,1,1
sumdisburs,1,1
summ,1,1
summa,1,1
summari,2,2
summer,63,73
summit,3,3
summon,23,24
summonsth,1,1
sumpterto,1,1
sumptuous,5,5
sumsthat,1,1
sumsto,1,1
sumth,1,1
sumthan,1,1
sumthat,1,1
sun,139,201
sunand,4,4
sunbeam,1,1
sunborrow,1,1
sunburnt,3,3
sunday,5,10
sunder,10,10
sundri,2,3
sunfrom,1,1
sung,14,16
sungbi,1,1
sungsweet,1,1
sunhi,1,1
sunin,1,1
sunk,3,3
sunken,1,1
sunless,1,1
sunn,1,1
sunni,2,2
sunpeer,1,1
sunris,1,1
sunset,3,3
sunshin,5,6
sunshould,1,1
sunso,1,1
sunstay,1,1
sunth,1,1
sunthan,1,1
sunthat,2,2
sunwhen,1,1
sup,19,24
super,2,2
superfici,4,4
superflu,19,21
superflux,1,1
superior,1,1
supern,1,1
superprais,1,1
superscript,2,2
superscriptionpretend,1,1
superstit,2,2
superstiti,4,4
superstitiouslydoth,1,1
supersubtl,1,1
supervis,2,2
supervisor,1,1
supp,5,6
supper,48,55
supperb,1,1
suppertim,1,1
suppl,6,6
supplant,6,6
suppler,2,2
suppli,32,36
supplianc,1,1
suppliant,5,5
suppliantlord,1,1
supplic,4,5
suppliest,1,1
supplyant,1,1
supplyment,1,1
supplyof,2,2
supplyth,1,1
supplythat,1,1
support,14,14
supportableto,1,1
supportbi,1,1
supportso,1,1
supportth,1,1
suppos,46,51
supposedevour,1,1
supposedh,1,1
supposedth,1,1
supposemi,1,1
supposest,1,1
supposethey,1,1
supposewhat,1,1
supposeyou,1,1
supposeyour,1,1
supposit,2,2
suppress,5,5
suppresseth,1,1
suppresshi,2,2
suppressth,1,1
suprem,7,7
supremaci,4,5
sur,13,13
suranc,1,1
surceas,3,3
sure,183,266
surea,1,1
sureal,1,1
surecard,1,1
sureh,1,1
surei,2,2
surelyhi,1,1
surelyit,1,1
suremi,1,1
sureof,1,1
surer,3,3
suresh,1,1
surest,2,2
surethat,2,2
surethou,1,1
sureti,17,19
sureto,1,1
surfeit,25,26
surfeitof,1,1
surfeitwith,1,1
surg,10,11
surgeand,1,1
surgeon,12,14
surgeonto,1,1
surgeri,3,3
surgewil,1,1
surmis,10,10
surmiseof,1,1
surmount,3,3
surnam,4,6
surpasseth,1,1
surpassingth,1,1
surplus,2,2
surpris,23,25
surprisedand,1,1
surprisedbi,1,1
surrei,1,1
surrend,4,4
surrey,6,12
survey,12,12
surveyest,1,1
surveyor,5,6
surveysth,1,1
surveyth,1,1
surviv,5,7
surviveto,1,1
survivor,2,2
susan,2,3
suspect,28,34
suspectan,1,1
suspectsh,1,1
suspectth,1,1
suspectthat,1,1
suspectwho,1,1
suspend,2,2
suspici,3,3
suspicion,21,24
suspiciousi,1,1
suspir,3,3
sustain,16,16
sustainin,1,1
sustainupon,1,1
susten,1,1
sustenancebut,1,1
sutler,1,1
sutton,1,1
suum,2,2
svinegar,1,1
swabber,2,2
swaddl,1,1
swag,1,1
swage,1,1
swagger,6,13
swaggeredwith,1,1
swaggerersher,1,1
swain,15,22
swainthat,1,1
swallow,37,38
swallowmi,1,1
swam,1,1
swan,8,8
swanwith,1,1
sward,1,1
sware,1,1
swarm,6,6
swarmabout,1,1
swart,2,2
swarth,1,1
swarthi,1,1
swash,1,1
swater,1,1
swath,3,3
swathl,1,1
sway,43,47
swayallow,1,1
swayin,1,1
swear,135,241
sweara,2,2
swearer,2,3
swearest,1,1
swearfals,1,1
swearh,1,1
sweari,3,3
swearingthat,1,1
swearinto,1,1
swearit,2,2
swearjuno,1,1
swearnev,2,2
swearsh,1,1
swearsnev,1,1
swearsuch,1,1
swearth,2,2
swearthat,4,4
swearther,1,1
swearto,3,3
swearupon,2,2
swearwhich,1,1
sweat,38,40
sweatenfrom,1,1
sweatest,1,1
sweati,2,2
sweatof,1,1
sweep,13,13
sweeper,2,2
sweet,283,683
sweeta,2,2
sweetact,1,1
sweetand,1,1
sweetcomedi,1,1
sweeten,8,9
sweetenof,1,1
sweeter,14,14
sweeterfool,1,1
sweetest,19,19
sweetfac,1,1
sweetheart,4,5
sweetknight,1,1
sweetladi,3,3
sweetlyin,1,1
sweetlyvari,1,1
sweetmeat,2,2
sweeton,1,1
sweetsir,1,1
sweetson,1,1
sweetthat,2,2
sweettouch,1,1
sweetwag,1,1
swell,48,50
swellour,1,1
swelsh,1,1
swept,1,1
swerv,6,6
swerver,1,1
swhen,1,1
swife,2,2
swift,62,68
swifta,2,2
swifter,12,13
swiftest,4,4
swiftlyand,1,1
swiftto,1,1
swill,4,4
swim,13,16
swimmer,1,1
swine,7,7
swineli,1,1
swing,7,8
swinish,2,2
swinstead,1,2
swirl,1,1
switch,2,3
swith,1,1
switzer,1,1
swollen,1,1
swoln,7,7
swoon,10,11
swoonwith,1,1
swoop,1,1
swoopstak,1,1
sword,171,337
sworda,3,3
swordagainst,1,1
swordb,1,1
swordbefor,1,1
sworder,2,2
swordfal,1,1
swordhad,1,1
swordhath,1,1
swordhav,1,1
swordhi,1,1
swordi,1,1
swordnow,1,1
swordquart,1,1
swordsin,3,3
swordsit,1,1
swordsthat,1,1
swordsto,1,1
swordswhich,1,1
swordth,1,1
swordthat,1,1
swordthou,1,1
swordto,1,1
swordupon,1,1
swordwhich,1,1
swore,29,37
sworea,1,1
sworeand,1,1
sworeh,2,2
sworei,1,1
sworest,3,3
sworewith,1,1
sworn,75,108
swornand,1,1
swornbroth,1,1
swornn,1,1
swornthes,1,1
swornto,2,2
swornyou,1,1
swound,6,7
swum,2,2
swung,1,1
sy,5,5
sycamor,1,1
sycamorei,1,1
sycamorethat,1,1
sycorax,2,5
sycoraxa,1,1
sycoraxcould,1,1
syenna,1,1
syes,1,1
sylla,1,1
syllabl,11,11
syllableof,1,1
syllablesof,1,1
syllog,1,1
symbol,1,1
sympath,5,5
sympathi,7,7
sympathizeth,1,1
synagogu,1,2
synod,4,4
syour,1,1
syria,3,3
syriaintend,1,1
syriato,1,1
syrup,1,1
t,326,1047
ta,70,83
tabl,41,50
tablet,1,1
tabour,7,8
tabourin,2,2
tabourmor,1,1
taciturn,1,1
tack,1,1
tackedtogeth,1,1
tackl,7,7
tackleswel,1,1
tadpol,2,2
taffeta,3,4
tag,2,2
tagain,1,1
tah,1,2
tail,17,21
tailmor,1,1
tailor,19,32
tailorthat,1,1
tailthan,1,1
tailtickl,1,1
taint,30,32
taintof,1,1
taintseven,1,1
taintsth,1,1
taintur,1,1
take,444,1112
takea,3,3
takeagain,1,1
takeal,1,1
takean,1,1
takeaway,1,1
takebi,1,1
takeconveni,1,1
takefrom,2,2
takehe,1,1
takehi,2,2
takeit,2,2
takelik,1,1
takem,1,1
takemor,1,1
taken,56,66
takena,1,1
takenbi,1,1
takenfor,1,1
takenin,1,1
takenno,1,1
takeno,3,3
takenth,1,1
takenthem,1,1
takenup,1,1
takenwith,1,1
takeon,1,1
takepain,1,1
takepurs,1,1
taker,1,1
takerrun,1,1
takesaway,1,1
takesdiet,1,1
takesfrom,1,1
takeshal,1,1
takesit,1,1
takesixp,1,1
takesom,1,1
takespati,1,1
takest,9,9
takesttru,1,1
taketh,8,8
takethe,1,1
taketheir,2,2
takethi,1,1
takeupon,1,1
takewhat,2,2
takeyou,1,1
takeyour,3,3
takingantoni,1,1
talbot,20,88
talbothath,1,1
talbotit,1,1
talbottoo,1,1
tale,78,111
talei,1,1
talenow,1,1
talent,9,18
taleof,1,1
taleput,1,1
talesand,1,1
talesof,1,1
taleto,1,1
taletold,1,1
talevex,1,1
talk,169,231
talker,3,3
talkest,4,4
talkon,1,1
tall,23,26
taller,2,2
tallest,1,2
talli,1,1
tallow,4,5
talon,4,4
tam,1,2
tame,36,47
tamer,1,1
tamora,9,25
tamoraperform,1,1
tamorawer,1,1
tamworth,1,1
tan,1,1
tand,1,1
tang,3,3
tangl,5,5
tanner,1,1
tanquam,1,1
tanta,1,1
tantaen,1,1
tap,2,3
tape,1,2
taper,13,16
taperbow,1,1
tapesti,1,1
tapestri,3,4
tapp,1,1
tapster,7,13
tar,1,1
tardi,13,13
tardiedmi,1,1
tardilywould,1,1
tarentum,1,1
targ,2,2
target,9,9
tarpeian,3,5
tarquin,7,8
tarr,3,3
tarri,31,44
tarrianc,1,1
tarryat,1,1
tarrydinn,1,1
tarryth,1,1
tarsus,5,14
tarsusintend,1,1
tarsuswa,1,1
tart,4,4
tartar,6,7
tartnessof,1,1
tas,3,3
task,30,33
taskariel,1,1
taskdo,1,1
tasker,1,1
taskwould,1,1
tassel,2,2
tast,65,77
tastemost,1,1
tasteof,1,1
tastesom,1,1
tasteth,1,1
tastethat,1,1
tastetheir,1,1
tastewith,1,1
tasteyield,1,1
tatter,7,7
tattl,3,3
taught,28,30
taughtmi,1,1
taughtof,1,1
taughtthat,1,1
taunt,10,13
tauntsdid,1,1
tauntswhich,1,1
taurus,5,6
tavern,9,13
tavi,1,1
tawdri,1,1
tawni,9,10
tax,11,11
taxat,3,6
tbecaus,1,1
tbi,1,1
tdie,1,1
te,7,7
teach,81,108
teachbloodi,1,1
teacher,4,4
teachest,4,4
teacheth,1,1
teachingand,1,1
teachoth,1,1
teachth,1,1
teachthi,1,1
teachtwenti,1,1
team,2,2
teambegin,1,1
tear,170,303
tearand,1,1
tearfor,1,1
tearimpati,1,1
tearin,1,1
tearinghi,1,1
tearsa,1,1
tearsand,4,4
tearsbecom,1,1
tearsbelong,1,1
tearsbi,1,1
tearsbut,1,1
tearsdo,1,1
tearsh,1,1
tearshad,1,1
tearsheet,4,6
tearsi,2,2
tearsinto,1,1
tearsmoist,1,1
tearso,1,1
tearsstood,1,1
tearsth,1,1
tearsthan,1,1
tearsthat,1,1
tearsther,1,1
tearsto,1,1
tearswash,1,1
tearswer,1,1
tearth,1,1
tearthi,1,1
tearwith,1,1
teat,2,2
tedious,43,48
tediousa,1,1
teem,9,10
teemsbut,1,1
teen,3,3
teeth,41,45
teethth,2,2
teipsum,1,1
telamon,1,1
telamonius,1,1
tell,380,976
tella,1,1
tellcivil,1,1
teller,1,1
tellest,1,1
tellher,1,1
tellhow,3,3
tellkent,1,1
tellm,2,2
telltal,1,1
tellth,1,1
tellthe,4,5
tellthemselv,1,1
tellus,3,5
tellwhat,2,2
tellwher,1,1
tellwhi,1,1
tellwhom,1,1
tellyou,3,3
temp,1,1
temper,65,68
tempermelt,1,1
temperof,1,1
tempest,40,47
tempestu,2,2
templ,36,43
templeof,1,1
templethan,1,1
tempor,12,12
temporari,1,1
tempt,39,47
temptat,2,3
temptationwithout,1,1
tempter,3,3
ten,99,123
tenabl,1,1
tenant,5,6
tenantius,2,2
tenantless,2,2
tench,1,2
tend,31,34
tendanc,2,2
tendanceal,1,1
tendenc,1,1
tender,99,147
tendera,3,3
tendernessthan,1,1
tenderof,1,1
tendersof,1,1
tenderto,1,1
tendto,1,1
tenement,2,2
tenfold,1,1
tenni,6,6
tennight,1,1
tenor,16,16
tenorwa,1,1
tent,45,89
tentand,1,1
tenth,10,10
tenthat,1,1
tenthow,1,1
tenti,1,1
tentli,1,1
tentsth,1,1
tentth,1,1
tentto,1,1
tenur,1,1
tenw,1,1
tercel,1,1
tereus,3,4
term,74,85
termag,2,2
termin,1,1
termof,1,1
termsa,1,1
termsagainst,1,1
termsbefor,1,1
termsfor,1,1
termsh,1,1
termsof,1,1
termssuch,1,1
termsthat,1,1
termto,1,1
terr,1,1
terra,3,3
terram,1,1
terren,1,1
terrestri,1,1
terribl,25,25
terribleof,1,1
terribleon,1,1
terribleto,1,1
territori,9,10
territoriesi,1,1
territorieslong,1,1
terror,30,31
terrorof,1,1
tertian,1,1
tertio,1,1
test,4,4
testament,7,8
testernedm,1,1
testi,6,6
testifi,4,4
testifyread,1,1
testifysh,1,1
testimoni,10,11
testimonyof,1,1
testril,1,1
testthan,1,1
tetchi,3,3
tether,1,1
tetter,2,2
tewksburi,5,5
tewksburywhen,1,1
text,8,11
textthan,1,1
th,13,19
thaisa,3,10
thaliard,3,5
thame,2,2
than,422,1288
thana,2,2
thanan,1,1
thanani,1,1
thandobbin,1,1
thandrink,1,1
thane,12,30
thanearth,1,1
thanev,1,1
thanh,2,2
thanhi,1,1
thani,1,1
thanin,1,1
thank,227,417
thankfor,1,1
thankgod,1,1
thankhim,1,1
thankless,3,3
thanksa,1,1
thanksand,2,2
thanksfor,1,1
thanksgiv,2,2
thanksin,1,1
thanksthat,1,1
thanksto,1,1
thankswhich,1,1
thankth,1,1
thankyou,3,3
thanlook,1,1
thanmi,2,2
thannatur,1,1
thannot,1,1
thanplay,1,1
thansir,1,1
thanth,7,7
thantheir,1,1
thanthi,2,2
thanthou,1,1
thanthyself,1,1
thanto,2,2
thantru,1,1
thanwith,2,2
thanyou,2,2
thanyour,3,3
tharborough,1,1
thaso,1,1
that,642,8638
thata,2,2
thatafflict,1,1
thatamend,1,1
thatand,1,1
thatapollo,1,1
thatar,2,2
thatbear,1,1
thatbi,1,1
thatbolt,1,1
thatcal,1,1
thatcan,1,1
thatcannot,1,1
thatcanst,1,1
thatceremoni,1,1
thatch,4,4
thatcraft,1,1
thatdo,2,2
thatdon,1,1
thatev,2,2
thatfalstaff,1,1
thatfir,1,1
thatfollow,1,1
thatfor,1,1
thatfriar,1,1
thatfrom,1,1
thatgood,1,1
thatgreat,1,1
thatgrey,1,1
thath,6,7
thathad,1,1
thathath,5,5
thathav,2,2
thathunt,1,1
thati,20,21
thatin,2,2
thatit,2,3
thatjoy,1,1
thatlay,1,1
thatlik,1,1
thatlov,3,3
thatmak,1,1
thatmi,3,3
thatmiracl,1,1
thatmust,2,2
thatmutini,1,1
thatnev,1,1
thatnobodi,1,1
thatnois,1,1
thaton,1,1
thatpart,1,1
thatpenit,1,1
thatperfum,1,1
thatplac,1,1
thatput,1,1
thatpyramus,1,1
thatquest,2,2
thatreward,1,1
thatsay,1,1
thatsebastian,1,1
thatseem,1,1
thatserv,1,1
thatshal,5,5
thatshalt,1,1
thatslept,1,1
thatspeak,1,1
thatspirit,1,1
thattel,1,1
thatth,11,11
thatthan,1,1
thatthat,1,1
thatthey,3,3
thatthi,4,4
thatthou,3,3
thatthough,1,1
thatthought,1,1
thatthyself,1,1
thattransgress,1,1
thatupon,1,1
thatw,3,3
thatwent,1,1
thatwer,2,2
thatwhat,2,2
thatwhereon,1,1
thatwherewith,1,1
thatwhich,27,29
thatwhip,1,1
thatwil,1,1
thatwithout,1,1
thatword,1,1
thatwould,1,1
thatyet,1,1
thatyou,6,6
thatyour,1,1
thaw,7,8
the,663,22430
